il,ilce,okul_adi,kurum_kodu,okul_turu,web_sitesi,adres,telefon,harita,cekim_tarihi
Adana,Aladağ,Akören Ortaokulu,428569,Ortaokul,https://aladagakorenortaokulu.meb.k12.tr,,,https://aladagakorenortaokulu.meb.k12.tr/tema/harita.php,2026-08-31
Adana,Aladağ,Akören Çok Programlı Anadolu Lisesi,112770,Çok Programlı Anadolu Lisesi,https://aladagakorencokprogramlilisesi.meb.k12.tr,,,https://aladagakorencokprogramlilisesi.meb.k12.tr/tema/harita.php,2026-08-31
Adana,Aladağ,Akören İlkokulu,337302,İlkokul,https://aladagakorenilkokulu.meb.k12.tr,,,https://aladagakorenilkokulu.meb.k12.tr/tema/harita.php,2026-08-31
Adana,Aladağ,Aladağ Halk Eğitimi Merkezi,214088,Halk Eğitimi Merkezi,https://aladaghem.meb.k12.tr,,,https://aladaghem.meb.k12.tr/tema/harita.php,2026-08-31
Adana,Aladağ,Aladağ Sinanpaşa Anadolu İmam Hatip Lisesi,751929,Anadolu İmam Hatip Lisesi,https://sinanpasaaihl.meb.k12.tr,,,https://sinanpasaaihl.meb.k12.tr/tema/harita.php,2026-08-31
Adana,Aladağ,Aladağ Öğretmenevi ve Akşam Sanat Okulu,749924,Öğretmenevi,https://aladagogretmenevi.meb.k12.tr,,,https://aladagogretmenevi.meb.k12.tr/tema/harita.php,2026-08-31
Adana,Aladağ,Aladağ İmam Hatip Ortaokulu,721527,İmam Hatip Ortaokulu,https://aladagimamhatiportaokulu.meb.k12.tr,,,https://aladagimamhatiportaokulu.meb.k12.tr/tema/harita.php,2026-08-31
Adana,Aladağ,Atatürk Ortaokulu,428449,Ortaokul,https://aladagataturkoo.meb.k12.tr,,,https://aladagataturkoo.meb.k12.tr/tema/harita.php,2026-08-31
Adana,Aladağ,Atatürk İlkokulu,428545,İlkokul,https://aladagataio.meb.k12.tr,,,https://aladagataio.meb.k12.tr/tema/harita.php,2026-08-31
Adana,Aladağ,Boztahta Şehit Serdar Yıldırım Ortaokulu,428425,Ortaokul,https://aladagsehitserdaryildirimoo.meb.k12.tr,,,https://aladagsehitserdaryildirimoo.meb.k12.tr/tema/harita.php,2026-08-31
Adana,Aladağ,Boztahta Şehit Serdar Yıldırım İlkokulu,428570,İlkokul,https://aladagsehitserdaryildirimio.meb.k12.tr,,,https://aladagsehitserdaryildirimio.meb.k12.tr/tema/harita.php,2026-08-31
Adana,Aladağ,Büyüksofulu İmam Hatip Ortaokulu,764143,İmam Hatip Ortaokulu,https://sofuluimamhatip.meb.k12.tr,,,https://sofuluimamhatip.meb.k12.tr/tema/harita.php,2026-08-31
Adana,Aladağ,Büyüksofulu Şehit Ziya Şahin İlkokulu,375149,İlkokul,https://sofuluilkokulu.meb.k12.tr,,,https://sofuluilkokulu.meb.k12.tr/tema/harita.php,2026-08-31
Adana,Aladağ,Ceritler Necati Özsırkıntı İlkokulu,428594,İlkokul,https://cnozsrknt.meb.k12.tr,,,https://cnozsrknt.meb.k12.tr/tema/harita.php,2026-08-31
Adana,Aladağ,Darılık İlkokulu,774713,İlkokul,https://774713.meb.k12.tr,,,https://774713.meb.k12.tr/tema/harita.php,2026-08-31
Adana,Aladağ,Dölekli Ortaokulu,746104,Ortaokul,https://dolekliortaokulu.meb.k12.tr,,,https://dolekliortaokulu.meb.k12.tr/tema/harita.php,2026-08-31
Adana,Aladağ,Dölekli İlkokulu,746105,İlkokul,https://dolekliilkokulu.meb.k12.tr,,,https://dolekliilkokulu.meb.k12.tr/tema/harita.php,2026-08-31
Adana,Aladağ,Gerdibi Ortaokulu,428498,Ortaokul,https://gerdibiortaokulu01.meb.k12.tr,,,https://gerdibiortaokulu01.meb.k12.tr/tema/harita.php,2026-08-31
Adana,Aladağ,Gerdibi Sivişli İlkokulu,428450,İlkokul,https://gerdibisivisli.meb.k12.tr,,,https://gerdibisivisli.meb.k12.tr/tema/harita.php,2026-08-31
Adana,Aladağ,Gerdibi İlkokulu,720811,İlkokul,https://gerdibiilkokulu.meb.k12.tr,,,https://gerdibiilkokulu.meb.k12.tr/tema/harita.php,2026-08-31
Adana,Aladağ,Gökçeköy İlkokulu,774715,İlkokul,https://774715.meb.k12.tr,,,https://774715.meb.k12.tr/tema/harita.php,2026-08-31
Adana,Aladağ,Kabasakal İlkokulu,774500,İlkokul,https://774500.meb.k12.tr,,,https://774500.meb.k12.tr/tema/harita.php,2026-08-31
Adana,Aladağ,Karahan İlkokulu,774798,İlkokul,https://774798.meb.k12.tr,,,https://774798.meb.k12.tr/tema/harita.php,2026-08-31
Adana,Aladağ,Karatepe İlkokulu,770926,İlkokul,https://770926.meb.k12.tr,,,https://770926.meb.k12.tr/tema/harita.php,2026-08-31
Adana,Aladağ,Kökez Cumhuriyet İlkokulu,720234,İlkokul,https://720234.meb.k12.tr,,,https://720234.meb.k12.tr/tema/harita.php,2026-08-31
Adana,Aladağ,Kökez Ortaokulu,719561,Ortaokul,https://kokezortaokulu.meb.k12.tr,,,https://kokezortaokulu.meb.k12.tr/tema/harita.php,2026-08-31
Adana,Aladağ,Kökez İlkokulu,719568,İlkokul,https://kokezilkokulu.meb.k12.tr,,,https://kokezilkokulu.meb.k12.tr/tema/harita.php,2026-08-31
Adana,Aladağ,Köprücük Mengez İlkokulu,774714,İlkokul,https://774714.meb.k12.tr,,,https://774714.meb.k12.tr/tema/harita.php,2026-08-31
Adana,Aladağ,Köprücük İlkokulu,720626,İlkokul,https://kprckilkokulu.meb.k12.tr,,,https://kprckilkokulu.meb.k12.tr/tema/harita.php,2026-08-31
Adana,Aladağ,Küp İlkokulu,775583,İlkokul,https://775583.meb.k12.tr,,,https://775583.meb.k12.tr/tema/harita.php,2026-08-31
Adana,Aladağ,Kıcak Şehit Arif Mamış Ortaokulu,719579,Ortaokul,https://kicakortaokulu.meb.k12.tr,,,https://kicakortaokulu.meb.k12.tr/tema/harita.php,2026-08-31
Adana,Aladağ,Kıcak Şehit Arif Mamış İlkokulu,719741,İlkokul,https://sehitarifmamisilkokulu.meb.k12.tr,,,https://sehitarifmamisilkokulu.meb.k12.tr/tema/harita.php,2026-08-31
Adana,Aladağ,Kızıldam İlkokulu,428413,İlkokul,https://kizildamilkogretim.meb.k12.tr,,,https://kizildamilkogretim.meb.k12.tr/tema/harita.php,2026-08-31
Adana,Aladağ,Kışlak İlkokulu,428378,İlkokul,https://kislakioo.meb.k12.tr,,,https://kislakioo.meb.k12.tr/tema/harita.php,2026-08-31
Adana,Aladağ,Sanko Aladağ Anadolu Lisesi,765983,Anadolu Lisesi,https://sankoaladaganadolulisesi.meb.k12.tr,,,https://sankoaladaganadolulisesi.meb.k12.tr/tema/harita.php,2026-08-31
Adana,Aladağ,Sinanpaşa İlkokulu,965602,İlkokul,https://sinanpasaio.meb.k12.tr,,,https://sinanpasaio.meb.k12.tr/tema/harita.php,2026-08-31
Adana,Aladağ,Tereli İlkokulu,776513,İlkokul,https://776513.meb.k12.tr,,,https://776513.meb.k12.tr/tema/harita.php,2026-08-31
Adana,Aladağ,Yetimli İlkokulu,719056,İlkokul,https://aladagyetimli01.meb.k12.tr,,,https://aladagyetimli01.meb.k12.tr/tema/harita.php,2026-08-31
Adana,Aladağ,Şehit Adem Oğuz Yatılı Bölge Ortaokulu,747951,Ortaokul,https://sehitademoguz.meb.k12.tr,,,https://sehitademoguz.meb.k12.tr/tema/harita.php,2026-08-31
Adana,Ceyhan,100. Yıl Sarısakal İlkokulu,751215,İlkokul,https://100yilsarisakalio.meb.k12.tr,,,https://100yilsarisakalio.meb.k12.tr/tema/harita.php,2026-08-31
Adana,Ceyhan,23 Nisan İlkokulu,731715,İlkokul,https://ceyhan23nisan.meb.k12.tr,,,https://ceyhan23nisan.meb.k12.tr/tema/harita.php,2026-08-31
Adana,Ceyhan,60.Yıl Manas İlkokulu,731752,İlkokul,https://60yilmanasilkokulu.meb.k12.tr,,,https://60yilmanasilkokulu.meb.k12.tr/tema/harita.php,2026-08-31
Adana,Ceyhan,75.Yıl Cumhuriyet Anaokulu,818845,Anaokulu,https://ceyhan75yilcao.meb.k12.tr,,,https://ceyhan75yilcao.meb.k12.tr/tema/harita.php,2026-08-31
Adana,Ceyhan,Ali Fevziye Özçelik İlkokulu,731474,İlkokul,https://alifevziye.meb.k12.tr,,,https://alifevziye.meb.k12.tr/tema/harita.php,2026-08-31
Adana,Ceyhan,Altı Ocak Ticaret Mesleki ve Teknik Anadolu Lisesi,112267,Mesleki ve Teknik Anadolu Lisesi,https://ceyhantml.meb.k12.tr,,,https://ceyhantml.meb.k12.tr/tema/harita.php,2026-08-31
Adana,Ceyhan,Anadolu İmam Hatip Lisesi,112279,Anadolu İmam Hatip Lisesi,https://ceyhananadoluimamhatip.meb.k12.tr,,,https://ceyhananadoluimamhatip.meb.k12.tr/tema/harita.php,2026-08-31
Adana,Ceyhan,Arif Nihat Asya Ortaokulu,731795,Ortaokul,https://ceyhanarifnihatasyaortaokulu.meb.k12.tr,,,https://ceyhanarifnihatasyaortaokulu.meb.k12.tr/tema/harita.php,2026-08-31
Adana,Ceyhan,Arif-Hasan Bilici İmam Hatip Ortaokulu,745356,İmam Hatip Ortaokulu,https://arifhasanbiliciiho.meb.k12.tr,,,https://arifhasanbiliciiho.meb.k12.tr/tema/harita.php,2026-08-31
Adana,Ceyhan,Atatürk İlkokulu,731755,İlkokul,https://ceyhanataturkilkokulu.meb.k12.tr,,,https://ceyhanataturkilkokulu.meb.k12.tr/tema/harita.php,2026-08-31
Adana,Ceyhan,Ayşe Malaz İlkokulu,428819,İlkokul,https://aysemalazio.meb.k12.tr,,,https://aysemalazio.meb.k12.tr/tema/harita.php,2026-08-31
Adana,Ceyhan,Başören Ortaokulu,731738,Ortaokul,https://basoreno.meb.k12.tr,,,https://basoreno.meb.k12.tr/tema/harita.php,2026-08-31
Adana,Ceyhan,Başören İlkokulu,731739,İlkokul,https://basorenilkokulu.meb.k12.tr,,,https://basorenilkokulu.meb.k12.tr/tema/harita.php,2026-08-31
Adana,Ceyhan,Beşocak İlkokulu,731759,İlkokul,https://ceyhanbesocakilkokulu.meb.k12.tr,,,https://ceyhanbesocakilkokulu.meb.k12.tr/tema/harita.php,2026-08-31
Adana,Ceyhan,Birkent Ortaokulu,428761,Ortaokul,https://ceyhanbirkentortaokulu.meb.k12.tr,,,https://ceyhanbirkentortaokulu.meb.k12.tr/tema/harita.php,2026-08-31
Adana,Ceyhan,Birkent İlkokulu,731761,İlkokul,https://birkentilkokulu.meb.k12.tr,,,https://birkentilkokulu.meb.k12.tr/tema/harita.php,2026-08-31
Adana,Ceyhan,Borsa İstanbul Ceyhan Anadolu Lisesi,967707,Anadolu Lisesi,https://borsaistanbulceyhananadolulisesi.meb.k12.tr,,,https://borsaistanbulceyhananadolulisesi.meb.k12.tr/tema/harita.php,2026-08-31
Adana,Ceyhan,Botaş Ortaokulu,731791,Ortaokul,https://botas.meb.k12.tr,,,https://botas.meb.k12.tr/tema/harita.php,2026-08-31
Adana,Ceyhan,Botaş İlkokulu,731792,İlkokul,https://botasioo.meb.k12.tr,,,https://botasioo.meb.k12.tr/tema/harita.php,2026-08-31
Adana,Ceyhan,Büyükmangıt Atakuş Kardeşler Anaokulu,759548,Anaokulu,https://buyukmangitanaokulu.meb.k12.tr,,,https://buyukmangitanaokulu.meb.k12.tr/tema/harita.php,2026-08-31
Adana,Ceyhan,Büyükmangıt Şehit Cüneyt Muhacir Ortaokulu,731561,Ortaokul,https://buyukmangitortaokulu.meb.k12.tr,,,https://buyukmangitortaokulu.meb.k12.tr/tema/harita.php,2026-08-31
Adana,Ceyhan,Cengiz Topel İlkokulu,731757,İlkokul,https://ceyhancengiztopelilkokulu.meb.k12.tr,,,https://ceyhancengiztopelilkokulu.meb.k12.tr/tema/harita.php,2026-08-31
Adana,Ceyhan,Cennet Çetin Anaokulu,974164,Anaokulu,https://cennetcetinanaokulu.meb.k12.tr,,,https://cennetcetinanaokulu.meb.k12.tr/tema/harita.php,2026-08-31
Adana,Ceyhan,Ceyhan Anadolu Lisesi,750641,Anadolu Lisesi,https://ceyhananadolulisesi.meb.k12.tr,,,https://ceyhananadolulisesi.meb.k12.tr/tema/harita.php,2026-08-31
Adana,Ceyhan,Ceyhan Anaokulu,776457,Anaokulu,https://776457.meb.k12.tr,,,https://776457.meb.k12.tr/tema/harita.php,2026-08-31
Adana,Ceyhan,Ceyhan Biliciler Turizm Mesleki ve Teknik Anadolu Lisesi,866037,Mesleki ve Teknik Anadolu Lisesi,https://ceyhanbilicilerturizm.meb.k12.tr,,,https://ceyhanbilicilerturizm.meb.k12.tr/tema/harita.php,2026-08-31
Adana,Ceyhan,Ceyhan Bilim ve Sanat Merkezi,768853,Bilim ve Sanat Merkezi,https://ceyhanbilsem.meb.k12.tr,,,https://ceyhanbilsem.meb.k12.tr/tema/harita.php,2026-08-31
Adana,Ceyhan,Ceyhan Devlet Hastanesi Bekir Özer Anaokulu,769239,Anaokulu,https://769239.meb.k12.tr,,,https://769239.meb.k12.tr/tema/harita.php,2026-08-31
Adana,Ceyhan,Ceyhan Halk Eğitimi Merkezi,112280,Halk Eğitimi Merkezi,https://ceyhanhem.meb.k12.tr,,,https://ceyhanhem.meb.k12.tr/tema/harita.php,2026-08-31
Adana,Ceyhan,Ceyhan Kız Anadolu İmam Hatip Lisesi,762928,Anadolu İmam Hatip Lisesi,https://ceyhankizihl.meb.k12.tr,,,https://ceyhankizihl.meb.k12.tr/tema/harita.php,2026-08-31
Adana,Ceyhan,Ceyhan Mesleki Eğitim Merkezi,348227,Mesleki Eğitim Merkezi,https://ceyhanmem.meb.k12.tr,,,https://ceyhanmem.meb.k12.tr/tema/harita.php,2026-08-31
Adana,Ceyhan,Ceyhan Mesleki ve Teknik Anadolu Lisesi,112243,Mesleki ve Teknik Anadolu Lisesi,https://ceyhaneml.meb.k12.tr,,,https://ceyhaneml.meb.k12.tr/tema/harita.php,2026-08-31
Adana,Ceyhan,Ceyhan Polis Amca Anaokulu,973995,Anaokulu,https://ceyhanpolisamcaanaokulu.meb.k12.tr,,,https://ceyhanpolisamcaanaokulu.meb.k12.tr/tema/harita.php,2026-08-31
Adana,Ceyhan,Ceyhan Rehberlik ve Araştırma Merkezi,768833,Rehberlik ve Araştırma Merkezi,https://ceyhanram.meb.k12.tr,,,https://ceyhanram.meb.k12.tr/tema/harita.php,2026-08-31
Adana,Ceyhan,Ceyhan Ticaret Borsası Sosyal Bilimler Lisesi,964563,Sosyal Bilimler Lisesi,https://ceyhansbl.meb.k12.tr,,,https://ceyhansbl.meb.k12.tr/tema/harita.php,2026-08-31
Adana,Ceyhan,Ceyhan Türkiye Odalar ve Borsalar Birliği Anaokulu,776507,Anaokulu,https://776507.meb.k12.tr,,,https://776507.meb.k12.tr/tema/harita.php,2026-08-31
Adana,Ceyhan,Ceyhan Özel Eğitim Uygulama Okulu III. Kademe,764735,Özel Eğitim Kurumu,https://ceyhanozelegitimuo.meb.k12.tr,,,https://ceyhanozelegitimuo.meb.k12.tr/tema/harita.php,2026-08-31
Adana,Ceyhan,Ceyhan Öğretmenevi ve Akşam Sanat Okulu,974968,Öğretmenevi,https://ceyhanogretmenevi.meb.k12.tr,,,https://ceyhanogretmenevi.meb.k12.tr/tema/harita.php,2026-08-31
Adana,Ceyhan,Ceyhan Şehit Tuncay Ateş İmam Hatip Ortaokulu,746007,İmam Hatip Ortaokulu,https://ceyhansehittuncayatesiho.meb.k12.tr,,,https://ceyhansehittuncayatesiho.meb.k12.tr/tema/harita.php,2026-08-31
Adana,Ceyhan,Cumhuriyet İlkokulu,731768,İlkokul,https://ceyhancumhuriyetilkokulu.meb.k12.tr,,,https://ceyhancumhuriyetilkokulu.meb.k12.tr/tema/harita.php,2026-08-31
Adana,Ceyhan,Dokuztekne Şehit Adem Çoban Ortaokulu,731734,Ortaokul,https://dokuztekneortaokulu.meb.k12.tr,,,https://dokuztekneortaokulu.meb.k12.tr/tema/harita.php,2026-08-31
Adana,Ceyhan,Dokuztekne Şehit Adem Çoban İlkokulu,429073,İlkokul,https://dokuzteknesehitademcobanilkokulu.meb.k12.tr,,,https://dokuzteknesehitademcobanilkokulu.meb.k12.tr/tema/harita.php,2026-08-31
Adana,Ceyhan,Doruk Merkez İlkokulu,731737,İlkokul,https://dorukmerkezilkokulu.meb.k12.tr,,,https://dorukmerkezilkokulu.meb.k12.tr/tema/harita.php,2026-08-31
Adana,Ceyhan,Doruk Şehit Necip Un Ortaokulu,731736,Ortaokul,https://doruksehitnecipunortaokulu.meb.k12.tr,,,https://doruksehitnecipunortaokulu.meb.k12.tr/tema/harita.php,2026-08-31
Adana,Ceyhan,Dumlupınar İlkokulu,731367,İlkokul,https://ceyhandumlupinarilkokulu.meb.k12.tr,,,https://ceyhandumlupinarilkokulu.meb.k12.tr/tema/harita.php,2026-08-31
Adana,Ceyhan,Eczacı Bahattin-Sevinç Erdinç Fen Lisesi,970945,Fen Lisesi,https://ceyhanfenlisesi.meb.k12.tr,,,https://ceyhanfenlisesi.meb.k12.tr/tema/harita.php,2026-08-31
Adana,Ceyhan,Fatih Sultan Mehmet İlkokulu,731784,İlkokul,https://ceyhanfsmio.meb.k12.tr,,,https://ceyhanfsmio.meb.k12.tr/tema/harita.php,2026-08-31
Adana,Ceyhan,Fevzi Çakmak Ortaokulu,731747,Ortaokul,https://ceyhanfevzicakmak.meb.k12.tr,,,https://ceyhanfevzicakmak.meb.k12.tr/tema/harita.php,2026-08-31
Adana,Ceyhan,Gazi Ortaokulu,731793,Ortaokul,https://ceyhangaziortaokulu.meb.k12.tr,,,https://ceyhangaziortaokulu.meb.k12.tr/tema/harita.php,2026-08-31
Adana,Ceyhan,Gaziosmanpaşa İlkokulu,731724,İlkokul,https://ceyhangaziosmanpasailkokulu.meb.k12.tr,,,https://ceyhangaziosmanpasailkokulu.meb.k12.tr/tema/harita.php,2026-08-31
Adana,Ceyhan,Güler Aral Anaokulu,757558,Anaokulu,https://guleraral.meb.k12.tr,,,https://guleraral.meb.k12.tr/tema/harita.php,2026-08-31
Adana,Ceyhan,Gümürdülü Ortaokulu,731727,Ortaokul,https://gumurduluortaokulu.meb.k12.tr,,,https://gumurduluortaokulu.meb.k12.tr/tema/harita.php,2026-08-31
Adana,Ceyhan,Gümürdülü Şehit Ali Fuat Haydaroğlu İlkokulu,731729,İlkokul,https://gumurduluilkokulu.meb.k12.tr,,,https://gumurduluilkokulu.meb.k12.tr/tema/harita.php,2026-08-31
Adana,Ceyhan,Gümüşdere İlkokulu,772195,İlkokul,https://ceyhangumusdereilkokulu.meb.k12.tr,,,https://ceyhangumusdereilkokulu.meb.k12.tr/tema/harita.php,2026-08-31
Adana,Ceyhan,Hafsa Sultan Anaokulu,752884,Anaokulu,https://ceyhanhafsasultananaokulu.meb.k12.tr,,,https://ceyhanhafsasultananaokulu.meb.k12.tr/tema/harita.php,2026-08-31
Adana,Ceyhan,Halil Çiftçi Anadolu Lisesi,218170,Anadolu Lisesi,https://halilciftcial.meb.k12.tr,,,https://halilciftcial.meb.k12.tr/tema/harita.php,2026-08-31
Adana,Ceyhan,Hamdilli Ortaokulu,731730,Ortaokul,https://hamdilliortaokulu.meb.k12.tr,,,https://hamdilliortaokulu.meb.k12.tr/tema/harita.php,2026-08-31
Adana,Ceyhan,Hamdilli İlkokulu,731731,İlkokul,https://hamdilliilkokulu.meb.k12.tr,,,https://hamdilliilkokulu.meb.k12.tr/tema/harita.php,2026-08-31
Adana,Ceyhan,Hamidiye Anaokulu,873671,Anaokulu,https://ceyhanhamidiyeanaokulu.meb.k12.tr,,,https://ceyhanhamidiyeanaokulu.meb.k12.tr/tema/harita.php,2026-08-31
Adana,Ceyhan,Heydar Aliyev Mesleki ve Teknik Anadolu Lisesi,969780,Mesleki ve Teknik Anadolu Lisesi,https://heydaraliyevmtal.meb.k12.tr,,,https://heydaraliyevmtal.meb.k12.tr/tema/harita.php,2026-08-31
Adana,Ceyhan,Kadir Sevil Aydar Anaokulu,752886,Anaokulu,https://kadirsevilaydaranaokulu.meb.k12.tr,,,https://kadirsevilaydaranaokulu.meb.k12.tr/tema/harita.php,2026-08-31
Adana,Ceyhan,Kasım Garipoğlu Anadolu Lisesi,749371,Anadolu Lisesi,https://kasimgaripoglu.meb.k12.tr,,,https://kasimgaripoglu.meb.k12.tr/tema/harita.php,2026-08-31
Adana,Ceyhan,Kaymakam Gürbüz Karakuş Ortaokulu,753027,Ortaokul,https://kaymakamgurbuzkarakusortaokulu.meb.k12.tr,,,https://kaymakamgurbuzkarakusortaokulu.meb.k12.tr/tema/harita.php,2026-08-31
Adana,Ceyhan,Kurtkulağı Orhan Ekinci Ortaokulu,731762,Ortaokul,https://kurtkulagiorhanekincio.meb.k12.tr,,,https://kurtkulagiorhanekincio.meb.k12.tr/tema/harita.php,2026-08-31
Adana,Ceyhan,Kurtkulağı Orhan Ekinci İlkokulu,731763,İlkokul,https://kurtkulagiorhanekincii.meb.k12.tr,,,https://kurtkulagiorhanekincii.meb.k12.tr/tema/harita.php,2026-08-31
Adana,Ceyhan,Kuzucak Ortaokulu,731787,Ortaokul,https://ceyhankuzucakortaokulu.meb.k12.tr,,,https://ceyhankuzucakortaokulu.meb.k12.tr/tema/harita.php,2026-08-31
Adana,Ceyhan,Kuzucak İlkokulu,731788,İlkokul,https://kuzucakilkokulu.meb.k12.tr,,,https://kuzucakilkokulu.meb.k12.tr/tema/harita.php,2026-08-31
Adana,Ceyhan,Körkuyu İlkokulu,731526,İlkokul,https://ceyhankorkuyuilkokulu.meb.k12.tr,,,https://ceyhankorkuyuilkokulu.meb.k12.tr/tema/harita.php,2026-08-31
Adana,Ceyhan,Kösreli Ortaokulu,731776,Ortaokul,https://kosreliortaokulu.meb.k12.tr,,,https://kosreliortaokulu.meb.k12.tr/tema/harita.php,2026-08-31
Adana,Ceyhan,Kösreli İlkokulu,731778,İlkokul,https://kosreliilkokulu.meb.k12.tr,,,https://kosreliilkokulu.meb.k12.tr/tema/harita.php,2026-08-31
Adana,Ceyhan,Küçükmangıt İlkokulu,738582,İlkokul,https://kucukmangitilkokulu.meb.k12.tr,,,https://kucukmangitilkokulu.meb.k12.tr/tema/harita.php,2026-08-31
Adana,Ceyhan,Kıvrıklı İlkokulu,731528,İlkokul,https://kivrikliilkokulu.meb.k12.tr,,,https://kivrikliilkokulu.meb.k12.tr/tema/harita.php,2026-08-31
Adana,Ceyhan,Mehmet Akif Ersoy İlkokulu,731554,İlkokul,https://ceyhanmehmetakifersoyilkokulu.meb.k12.tr,,,https://ceyhanmehmetakifersoyilkokulu.meb.k12.tr/tema/harita.php,2026-08-31
Adana,Ceyhan,Mehmet Orhun Yaylacı Anadolu Lisesi,964321,Anadolu Lisesi,https://moyal.meb.k12.tr,,,https://moyal.meb.k12.tr/tema/harita.php,2026-08-31
Adana,Ceyhan,Mehmetçik İlkokulu,731780,İlkokul,https://ceyhanmehmetcikio.meb.k12.tr,,,https://ceyhanmehmetcikio.meb.k12.tr/tema/harita.php,2026-08-31
Adana,Ceyhan,Mercimek Anaokulu,967774,Anaokulu,https://mercimekanaokulu.meb.k12.tr,,,https://mercimekanaokulu.meb.k12.tr/tema/harita.php,2026-08-31
Adana,Ceyhan,Mercimek Tevhide Atçı Ortaokulu,731712,Ortaokul,https://mercimektevhideatcioo.meb.k12.tr,,,https://mercimektevhideatcioo.meb.k12.tr/tema/harita.php,2026-08-31
Adana,Ceyhan,Mercimek Tevhide Atçı İlkokulu,731713,İlkokul,https://mercimektevhideatciilkokulu.meb.k12.tr,,,https://mercimektevhideatciilkokulu.meb.k12.tr/tema/harita.php,2026-08-31
Adana,Ceyhan,Mithatpaşa Şehit Battal Özaslan İlkokulu,731775,İlkokul,https://mithatpasasehitbattalozarslanio.meb.k12.tr,,,https://mithatpasasehitbattalozarslanio.meb.k12.tr/tema/harita.php,2026-08-31
Adana,Ceyhan,Mustafabeyli Ortaokulu,747133,Ortaokul,https://mustafabeyliortaokulu.meb.k12.tr,,,https://mustafabeyliortaokulu.meb.k12.tr/tema/harita.php,2026-08-31
Adana,Ceyhan,Mustafabeyli İlkokulu,749214,İlkokul,https://mustafabeyliilkokulu.meb.k12.tr,,,https://mustafabeyliilkokulu.meb.k12.tr/tema/harita.php,2026-08-31
Adana,Ceyhan,Mürüvvet-Mahmut Kayhan Anaokulu,749555,Anaokulu,https://muruvvetmahmutkayhananaokulu.meb.k12.tr,,,https://muruvvetmahmutkayhananaokulu.meb.k12.tr/tema/harita.php,2026-08-31
Adana,Ceyhan,Namık Kemal İlkokulu,731746,İlkokul,https://ceyhannamikkemalilkokulu.meb.k12.tr,,,https://ceyhannamikkemalilkokulu.meb.k12.tr/tema/harita.php,2026-08-31
Adana,Ceyhan,Necati Akçağlılar İlkokulu,731720,İlkokul,https://necatiakcaglilar.meb.k12.tr,,,https://necatiakcaglilar.meb.k12.tr/tema/harita.php,2026-08-31
Adana,Ceyhan,Nurhan Demirtaş Ortaokulu,768412,Ortaokul,https://ceyhannurhandemirtas.meb.k12.tr,,,https://ceyhannurhandemirtas.meb.k12.tr/tema/harita.php,2026-08-31
Adana,Ceyhan,Pamukeli Ortaokulu,731707,Ortaokul,https://pamukeliortaokulu.meb.k12.tr,,,https://pamukeliortaokulu.meb.k12.tr/tema/harita.php,2026-08-31
Adana,Ceyhan,Polis Amca Özel Eğitim Anaokulu,768850,Anaokulu,https://polisamcaozelegitim.meb.k12.tr,,,https://polisamcaozelegitim.meb.k12.tr/tema/harita.php,2026-08-31
Adana,Ceyhan,Remzi Oğuz Arık İlkokulu,731726,İlkokul,https://ceyhanremzioguzilkokulu.meb.k12.tr,,,https://ceyhanremzioguzilkokulu.meb.k12.tr/tema/harita.php,2026-08-31
Adana,Ceyhan,Sakarya Ortaokulu,731743,Ortaokul,https://ceyhansakaryaortaokulu.meb.k12.tr,,,https://ceyhansakaryaortaokulu.meb.k12.tr/tema/harita.php,2026-08-31
Adana,Ceyhan,Sakarya İlkokulu,731744,İlkokul,https://ceyhansakaryailkokulu.meb.k12.tr,,,https://ceyhansakaryailkokulu.meb.k12.tr/tema/harita.php,2026-08-31
Adana,Ceyhan,Sakine Garipoğlu İlkokulu,731742,İlkokul,https://sakinegaripogluio.meb.k12.tr,,,https://sakinegaripogluio.meb.k12.tr/tema/harita.php,2026-08-31
Adana,Ceyhan,Sarıbahçe İlkokulu,771080,İlkokul,https://771080.meb.k12.tr,,,https://771080.meb.k12.tr/tema/harita.php,2026-08-31
Adana,Ceyhan,Sarısakal Ortaokulu,731781,Ortaokul,https://sarisakalortaokulu.meb.k12.tr,,,https://sarisakalortaokulu.meb.k12.tr/tema/harita.php,2026-08-31
Adana,Ceyhan,Sarısakal İlkokulu,252951,İlkokul,https://sarisakal.meb.k12.tr,,,https://sarisakal.meb.k12.tr/tema/harita.php,2026-08-31
Adana,Ceyhan,Sağkaya Çok Programlı Anadolu Lisesi,751311,Çok Programlı Anadolu Lisesi,https://sagkayacpanadolulisesi.meb.k12.tr,,,https://sagkayacpanadolulisesi.meb.k12.tr/tema/harita.php,2026-08-31
Adana,Ceyhan,Sağkaya İlkokulu,731733,İlkokul,https://sagkayailkokulu.meb.k12.tr,,,https://sagkayailkokulu.meb.k12.tr/tema/harita.php,2026-08-31
Adana,Ceyhan,Sağkaya Şehit Eren Öztürk Ortaokulu,731732,Ortaokul,https://sagkayaortaokulu.meb.k12.tr,,,https://sagkayaortaokulu.meb.k12.tr/tema/harita.php,2026-08-31
Adana,Ceyhan,Soysallı Şehit Eren Çelik İlkokulu,731542,İlkokul,https://soysallilkokulu.meb.k12.tr,,,https://soysallilkokulu.meb.k12.tr/tema/harita.php,2026-08-31
